element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,1,"=""459.2907""","=""""","=""1""","=""""",,"=""27889.68""","=""49656.04""","=""5d5.(6S).6p""","=""7P*""","=""4""","=""5d4.6s.(6D).7s""","=""5D""","=""3""",,"=""""","=""L153""",
Sc,1,"=""459.2927""","=""0.0010""","=""5""","=""""",,"=""18515.665""","=""40282.159""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4S""","=""3/2""",,"=""""","=""L4189c12""",
Th,1,"=""459.29574""","=""0.00003""","=""220""","=""""",,"=""11197.031257""","=""32963.39652""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Xe,3,"=""459.298""","=""0.005""","=""2h""","=""""",,"=""145300.13""","=""167066.32""","=""5s2.5p3.(2P*).5d""","=""3F*""","=""2""","=""5s2.5p3.(2D*).6p""","=""3P""","=""2""",,"=""""","=""L10579""",
Cs,1,"=""459.31721""","=""0.00005""","=""""","=""7.94e+05""",A+,"=""0.0000""","=""21765.348""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.7p""","=""2P*""","=""1/2""",,"=""T7550""","=""L3506c91""",
Ne,1,"=""459.3243""","=""0.0020""","=""500""","=""""",,"=""150315.8612""","=""172080.915""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Th,2,"=""459.32812""","=""0.00005""","=""54""","=""""",,"=""22685.44712""","=""44450.2775""","=""5f.(2F*).6d2.(3F)""","=""4G*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Am,2,"=""459.331""","=""""","=""1000s""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3500""",
Tc,1,"=""459.3346""","=""""","=""1000""","=""""",,"=""11578.60""","=""33343.18""","=""4d6.(5D).5s""","=""4D""","=""3/2""","=""4d6.(5D).5p""","=""4D*""","=""3/2""",,"=""""","=""L149""",
Th,1,"=""459.33602""","=""0.00006""","=""19""","=""""",,"=""19948.395175""","=""41712.8529""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Ar,2,"=""459.34476""","=""0.00004""","=""4""","=""""",,"=""158167.7999""","=""179931.8393""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L2634""",
Th,1,"=""459.35134""","=""0.00008""","=""15*""","=""""",,"=""20522.71449""","=""42286.4519""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Th,2,"=""459.35134""","=""0.00008""","=""15*""","=""""",,"=""30101.4047""","=""51865.1386""","=""5f.(2F*).6d2.(1G)""","=""2F*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L5951""",
Th,1,"=""459.35239""","=""0.00021""","=""160""","=""""",,"=""17411.224415""","=""39174.9152""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Fe,1,"=""459.3525""","=""0.0004""","=""120bl""","=""5.8e+05""",E,"=""31805.071""","=""53568.751""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""f 5P""","=""2""",,"=""T2578n""","=""L11631""",
Sm,2,"=""459.354""","=""""","=""380""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""459.35474""","=""0.00006""","=""33""","=""""",,"=""16818.06540""","=""38581.6359""","=""6d3""","=""2G""","=""7/2""","=""6d2.(3F).7p""","=""*""","=""5/2""",,"=""""","=""L5951""",
Cs,2,"=""459.3600""","=""0.0003""","=""3700""","=""""",,"=""155974.6533""","=""177737.996""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""3""",,"=""""","=""L12126""",
Th,1,"=""459.364372""","=""0.000017""","=""670""","=""""",,"=""13088.56115""","=""34851.6743""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Cs,2,"=""459.365""","=""0.021""","=""320bl""","=""""",,"=""155974.6533""","=""177737.737""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""2""",,"=""""","=""L12126""",
Xe,2,"=""459.370""","=""""","=""6""","=""""",,"=""107904.50""","=""129667.35""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",,"=""""","=""L6925""",
Pm,1,"=""459.382""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Cr,1,"=""459.38501""","=""0.00019""","=""4""","=""""",,"=""26796.2691""","=""48558.403""","=""3d5.(6S).4p""","=""z 5P*""","=""2""","=""3d4.4s.5s""","=""f 5D""","=""2""",,"=""""","=""L14866""",
Ce,2,"=""459.393""","=""""","=""840""","=""3.11e+07""",B+,"=""5616.739""","=""27378.515""","=""4f2.(3H).6s""","=""2H""","=""9/2""","=""4f2.(3H<5>).6p<1/2>""","=""(5,1/2)*""","=""11/2""",,"=""T8629""","=""L3475""",
Th,2,"=""459.39793""","=""0.00006""","=""20""","=""""",,"=""20989.80656""","=""42751.3291""","=""5f.(2F*).6d2.(1D)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Eu,1,"=""459.403""","=""""","=""11000*""","=""1.83e+08""",B+,"=""19462.05""","=""41223.58""","=""4f7.(8S*).5d (7D*).6s""","=""a 6D*""","=""5/2""","=""""","=""""","=""7/2""",,"=""T2394""","=""L7586,L3475""",
Eu,1,"=""459.403""","=""""","=""11000*""","=""1.61e+08""",B+,"=""0.00""","=""21761.26""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.6p.(1P*)""","=""y 8P""","=""9/2""",,"=""T7356""","=""L7586,L3475""",
Th,1,"=""459.40460""","=""0.00021""","=""7""","=""""",,"=""19817.18191""","=""41578.3997""","=""6d2.7s.7p""","=""5P*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L3552""",
V,1,"=""459.41156""","=""0.00012""","=""8900000""","=""5.7e+06""",B+,"=""552.955""","=""22313.832""","=""3d3.4s2""","=""a 4F""","=""9/2""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4G*""","=""11/2""",,"=""T9399""","=""L15916""",
Th,1,"=""459.42600""","=""0.00021""","=""7""","=""""",,"=""16346.64962""","=""38106.8449""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L3552""",
Cu,2,"=""459.4330""","=""0.0003""","=""200?""","=""""",,"=""114000.452""","=""135760.1548""","=""3d8.(3F).4s.4p.(3P*)""","=""5F*""","=""3""","=""3d9.(2D<3/2>).6s""","=""2[3/2]""","=""2""",,"=""""","=""L869c171,c153""",
Sc,4,"=""459.4420""","=""""","=""8bl*""","=""""",,"=""522110.2""","=""543869.8""","=""3s2.3p5.(2P*<3/2>).5g""","=""2[11/2]*""","=""6""","=""3s2.3p5.(2P*<3/2>).6h""","=""2[13/2]""","=""6""",,"=""""","=""L2826""",
Sc,4,"=""459.4420""","=""""","=""8bl*""","=""""",,"=""522110.2""","=""543869.8""","=""3s2.3p5.(2P*<3/2>).5g""","=""2[11/2]*""","=""6""","=""3s2.3p5.(2P*<3/2>).6h""","=""2[13/2]""","=""7""",,"=""""","=""L2826""",
Cu,2,"=""459.4436""","=""0.0003""","=""130""","=""""",,"=""116371.18040""","=""138130.5345""","=""3d9.(2D<5/2>).4d""","=""2[7/2]""","=""4""","=""3d9.(2D<3/2>).4f""","=""2[5/2]*""","=""3""",,"=""""","=""L869c171""",
Sc,1,"=""459.4514""","=""0.0010""","=""4""","=""""",,"=""16021.7788""","=""37780.858""","=""3d.4s.(3D).4p""","=""4D*""","=""3/2""","=""3d.4s.(1D).5s""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Sc,1,"=""459.4694""","=""0.0010""","=""4""","=""""",,"=""16022.7219""","=""37780.858""","=""3d.4s.(1D).4p""","=""2D*""","=""5/2""","=""3d.4s.(1D).5s""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Th,2,"=""459.4749""","=""0.0003""","=""12""","=""""",,"=""18816.8664""","=""40574.7511""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""13/2""","=""5f.6d.(3H*).7p""","=""""","=""11/2""",,"=""""","=""L2372""",
Tm,1,"=""459.4979""","=""0.0005""","=""9""","=""1.9e+05""",C,"=""16742.237""","=""38499.016""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",,"=""T6708""","=""L2006""",
Cr,1,"=""459.5039""","=""0.0002""","=""3""","=""""",,"=""26801.9009""","=""48558.403""","=""3d5.(6S).4p""","=""z 5P*""","=""1""","=""3d4.4s.5s""","=""f 5D""","=""2""",,"=""""","=""L14866""",
S,2,"=""459.5082""","=""0.0012""","=""91""","=""""",,"=""138528.007""","=""160284.25""","=""3s2.3p2.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p2.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5883""",
Mo,1,"=""459.5155""","=""""","=""170""","=""1.90e+06""",B+,"=""11142.784""","=""32898.742""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""1""",,"=""T5293""","=""L10250,L3475""",
Fe,1,"=""459.52077""","=""0.00017""","=""204""","=""""",,"=""29313.008""","=""51068.718""","=""3d6.4s2""","=""a 1I""","=""6""","=""3d6.(3G).4s.4p.(3P*)""","=""x 3H*""","=""5""",,"=""""","=""L11631""",
Ne,1,"=""459.5249""","=""0.0020""","=""500""","=""""",,"=""150315.8612""","=""172071.389""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Sm,2,"=""459.529""","=""""","=""560""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""459.5358""","=""0.0004""","=""1860bl""","=""5.01e+05""",B,"=""26627.609""","=""48382.603""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d7.(2G).4p""","=""z 1H*""","=""5""",,"=""T5720""","=""L11631""",
Zn,1,"=""459.542""","=""0.004""","=""""","=""""",,"=""53672.2398""","=""75426.98""","=""3d10.4s.5s""","=""3S""","=""1""","=""3d10.4s.20p""","=""1P*""","=""1""",,"=""""","=""L13951""",
Th,1,"=""459.542066""","=""0.000003""","=""8700""","=""""",,"=""3687.987189""","=""25442.68552""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L18702""",
Cr,1,"=""459.55895""","=""0.00005""","=""170""","=""4.7e+07""",D,"=""33762.6622""","=""55516.562""","=""3d5.(2I).4s""","=""b 1I""","=""6""","=""3d5.(2I).4p""","=""y 1I*""","=""6""",,"=""T1621n""","=""L14866""",
K,2,"=""459.565""","=""0.003""","=""5""","=""1.24e+07""",,"=""164927.9""","=""186681.4""","=""3p5.3d""","=""3P*""","=""2""","=""3p5.4p""","=""3D""","=""2""",,"=""T8304""","=""L3490""",
Sc,1,"=""459.5678""","=""0.0010""","=""4""","=""""",,"=""18504.058""","=""40257.516""","=""3d.4s.(3D).4p""","=""4P*""","=""1/2""","=""3d.4s.(3D).4d""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Pm,1,"=""459.582""","=""""","=""400r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Fe,2,"=""459.5868""","=""0.0003""","=""110""","=""""",,"=""57493.333""","=""79245.926""","=""3d5.4s2""","=""d 4P""","=""3/2""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""3/2""",,"=""""","=""L18349c139""",
Th,1,"=""459.59020""","=""0.00021""","=""11""","=""""",,"=""15863.88829""","=""37616.3148""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L3552""",
O,2,"=""459.5960""","=""""","=""7""","=""4.87e+06""",B,"=""206971.68""","=""228723.84""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""",,"=""T6172n""","=""L10621""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2s.4p""","=""4P*""","=""1/2""",,"=""""","=""L12158""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2s.4p""","=""4P*""","=""3/2""",,"=""""","=""L12158""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2s.4p""","=""4P*""","=""3/2""",,"=""""","=""L12158""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""7/2""","=""1s.2s.4p""","=""4P*""","=""5/2""",,"=""""","=""L12158""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2s.4p""","=""4P*""","=""5/2""",,"=""""","=""L12158""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2s.4p""","=""4P*""","=""3/2""",,"=""""","=""L12158""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2s.4p""","=""4P*""","=""5/2""",,"=""""","=""L12158""",
Be,2,"=""459.6""","=""0.10""","=""*""","=""""",,"=""1049908.3+x""","=""1071660+x""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2s.4p""","=""4P*""","=""1/2""",,"=""""","=""L12158""",
Fe,2,"=""459.60084""","=""0.00012""","=""180""","=""5.8e+05""",D+,"=""50212.836""","=""71964.750""","=""3d6.(3P1).4s""","=""c 4P""","=""5/2""","=""3d6.(3D).4p""","=""w 4P*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""459.60602""","=""0.00006""","=""680""","=""1.50e+06""",C+,"=""29056.324""","=""50807.997""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""4""",,"=""T5720""","=""L11631""",
Ar,1,"=""459.6097""","=""""","=""15""","=""9.5e+04""",B,"=""95399.8276""","=""117151.3264""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Th,1,"=""459.61378""","=""0.00006""","=""18""","=""""",,"=""11601.03035""","=""33352.3315""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L5951""",
O,2,"=""459.6175""","=""""","=""20""","=""8.34e+07""",B+,"=""206972.72""","=""228723.84""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""",,"=""T6172n""","=""L10621,L3448""",
Th,1,"=""459.61757""","=""0.00004""","=""110""","=""""",,"=""17501.17592""","=""39252.2997""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L5951""",
V,1,"=""459.6227""","=""0.0003""","=""15000""","=""""",,"=""15724.229""","=""37475.102&dagger;""","=""3d4.(3F2).4s""","=""b 4F""","=""7/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""w 2F*""","=""7/2""",,"=""""","=""L15916""",
Xe,2,"=""459.630""","=""""","=""1""","=""""",,"=""121179.80""","=""142929.90""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""1/2""",,"=""""","=""L6925""",
Th,1,"=""459.630781""","=""0.000019""","=""590""","=""""",,"=""7502.287636""","=""29252.78674""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
V,2,"=""459.6354""","=""0.0007""","=""500""","=""""",,"=""30641.7674""","=""52391.9627""","=""3d4""","=""d 3F1""","=""3""","=""3d3.(2D2).4p""","=""x 3F*""","=""3""",,"=""""","=""L10089c179""",
Cr,1,"=""459.6395""","=""0.0002""","=""3""","=""""",,"=""27703.7743""","=""49453.867""","=""3d4.4s2""","=""b 3G""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 3G*""","=""4""",,"=""""","=""L14866""",
Fe,1,"=""459.64152""","=""0.00017""","=""117""","=""2.3e+05""",E,"=""29469.024""","=""51219.015""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",,"=""T2578n""","=""L11631""",
Pb,3,"=""459.645""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7300""",
Y,1,"=""459.6528""","=""""","=""130""","=""1.9e+07""",D+,"=""17116.156""","=""38865.618""","=""4d.5s.(3D).5p""","=""z 4D*""","=""7/2""","=""4d.5s.(3D).5d""","=""f 4D""","=""7/2""",,"=""T4373""","=""L7610,L3475""",
Fe,1,"=""459.65745""","=""0.00017""","=""166""","=""""",,"=""26105.908""","=""47855.143""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""6""",,"=""""","=""L11631""",
Tm,1,"=""459.6626""","=""0.0005""","=""950""","=""""",,"=""17613.659""","=""39362.651""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[11/2]*""","=""11/2""",,"=""""","=""L2006,L3475""",
Sm,1,"=""459.674""","=""""","=""240""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sb,2,"=""459.690""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3304,L16370""",
Cu,2,"=""459.69056""","=""0.00015""","=""4800""","=""""",,"=""116325.9148""","=""138073.5826""","=""3d9.(2D<5/2>).4d""","=""2[7/2]""","=""3""","=""3d9.(2D<3/2>).4f""","=""2[9/2]*""","=""4""",,"=""""","=""L869c171""",
Mg,3,"=""459.6916""","=""""","=""9""","=""""",,"=""559987.1""","=""581734.7""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""""","=""L1434""",
Cr,1,"=""459.6921""","=""0.002""","=""3""","=""""",,"=""24940.594""","=""46688.2265""","=""3d4.4s2""","=""a 3F""","=""2""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""""","=""L808""",
Th,2,"=""459.6937""","=""0.0003""","=""12""","=""""",,"=""25188.1211""","=""46935.6613""","=""5f.(2F*).6d2.(3P)""","=""*""","=""3/2""","=""5f2.6d""","=""""","=""3/2""",,"=""""","=""L2372""",
Gd,2,"=""459.698""","=""""","=""220""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Nd,2,"=""459.7013""","=""""","=""200""","=""2.82e+06""",B+,"=""1650.205""","=""23397.365""","=""4f4.(5I).6s""","=""4I""","=""9/2""","=""""","=""*""","=""7/2""",,"=""T7685""","=""L3260,L3475""",
Th,1,"=""459.72430""","=""0.00021""","=""15""","=""""",,"=""16783.84708""","=""38529.9290""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Fe,1,"=""459.7251""","=""0.0003""","=""50""","=""""",,"=""35379.208""","=""57125.250""","=""3d7.(4F).4p""","=""z 3G*""","=""5""","=""3d6.4s.(6D).5d""","=""5F""","=""4""",,"=""""","=""L11631""",
B,3,"=""459.73""","=""0.03""","=""25*""","=""""",,"=""1842812.7""","=""1864559.0""","=""1s.2s.(3S).4d""","=""4D""","=""1/2,3/2,5/2,7/2""","=""1s.2s.(3S).5p""","=""4P*""","=""1/2,3/2,5/2""",,"=""""","=""L12547""",
B,3,"=""459.73""","=""0.03""","=""25*""","=""""",,"=""1876485.5""","=""1898231.3""","=""1s.2p.(3P*).4p""","=""4P""","=""1/2,3/2,5/2""","=""1s.2p.(3P*).5s""","=""4P*""","=""1/2,3/2,5/2""",,"=""""","=""L12547""",
Th,2,"=""459.7357""","=""0.0003""","=""12""","=""""",,"=""17121.62038""","=""38867.1712""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""","=""5f.6d.(3F*).7p""","=""""","=""1/2""",,"=""""","=""L2372""",
Fe,1,"=""459.73799""","=""0.00017""","=""129""","=""""",,"=""36766.966""","=""58512.387""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d6.4s.(4D).4d""","=""5F""","=""2""",,"=""""","=""L11631""",
Pm,1,"=""459.755""","=""""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Th,3,"=""459.76614""","=""0.00003""","=""130""","=""""",,"=""11123.1791""","=""32867.2744""","=""5f.6d""","=""3P*""","=""1""","=""5f2""","=""3P""","=""2""",,"=""""","=""L5951""",
Fe,1,"=""459.77451""","=""0.00017""","=""110""","=""""",,"=""37162.746""","=""58906.436""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""""","=""58906e""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""459.78711""","=""0.00017""","=""191""","=""""",,"=""35767.564""","=""57510.666""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).6s""","=""5F""","=""3""",,"=""""","=""L11631""",
Gd,2,"=""459.791""","=""""","=""320""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""459.7915""","=""0.0003""","=""13""","=""""",,"=""30564.5737""","=""52307.4829""","=""5f.(2F*).6d2.(3F)""","=""*""","=""1/2""","=""5f.6d.7p""","=""""","=""3/2""",,"=""""","=""L2372""",
Hf,1,"=""459.7945""","=""0.0007""","=""2500""","=""""",,"=""23644.7563""","=""45387.560""","=""5d.6s2.(a 2D).6p""","=""z 1F*""","=""3""","=""6p2.(3P).5d.(4F).6s""","=""e 3F""","=""4""",,"=""""","=""L16323""",
Cu,2,"=""459.79473""","=""0.00015""","=""3200""","=""""",,"=""116387.7873""","=""138130.5345""","=""3d9.(2D<5/2>).4d""","=""2[5/2]""","=""2""","=""3d9.(2D<3/2>).4f""","=""2[5/2]*""","=""3""",,"=""""","=""L869c171""",
S,4,"=""459.8011""","=""""","=""10""","=""3.22e+07""",D+,"=""270826.7""","=""292569.2""","=""3s.3p.(3P*).4s""","=""2P*""","=""1/2""","=""3s.3p.(3P*).4p""","=""2P""","=""1/2""",,"=""T6527c4,LS""","=""u24""",
Th,2,"=""459.80545""","=""0.00023""","=""9""","=""""",,"=""17121.62038""","=""38863.8464""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""","=""5f.6d.(3H*).7p""","=""""","=""5/2""",,"=""""","=""L12239""",
Fe,1,"=""459.81168""","=""0.00006""","=""1620""","=""""",,"=""26479.381""","=""48221.324""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d7.(4F).5s""","=""e 5F""","=""1""",,"=""""","=""L11631""",
Sc,1,"=""459.8145""","=""0.0010""","=""5""","=""""",,"=""18515.665""","=""40257.516""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Na,2,"=""459.819""","=""0.010""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L914""",
Mo,1,"=""459.8225""","=""""","=""26""","=""1.47e+07""",B,"=""27866.684""","=""49608.111""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""0""","=""4d4.5s.(6D).6s""","=""f 7D""","=""1""",,"=""T5293""","=""L10250,L3475""",
Yb,2,"=""459.836""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""459.8367""","=""0.0003""","=""50""","=""""",,"=""31805.071""","=""53545.833""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""h 5D""","=""3""",,"=""""","=""L11631""",
Cr,1,"=""459.84321""","=""0.00006""","=""23""","=""""",,"=""25106.2953""","=""46846.7480""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""3""",,"=""""","=""L14866""",
Th,1,"=""459.84355""","=""0.00004""","=""86""","=""""",,"=""17073.80916""","=""38814.2460""","=""6d3.(4P).7s""","=""""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Sc,1,"=""459.8456""","=""0.0010""","=""5""","=""""",,"=""14926.061""","=""36666.416""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(1D).4p""","=""2F*""","=""5/2""",,"=""""","=""L4189c12""",
Fe,2,"=""459.84853""","=""0.00017""","=""120""","=""1.1e+06""",D+,"=""62945.045""","=""84685.245""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""","=""3d6.(5D).4d""","=""f 4D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
Kr,2,"=""459.849""","=""""","=""50Hl""","=""""",,"=""140135.395""","=""161875.62""","=""4s2.4p4.(3P).5p""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L7386""",
Fe,1,"=""459.8740""","=""0.0004""","=""71""","=""""",,"=""29469.024""","=""51207.998""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""1""",,"=""""","=""L11631""",
Ar,2,"=""459.87625""","=""0.00001""","=""182""","=""6.7e+06""",B,"=""150474.9903""","=""172213.8798""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""",,"=""T926""","=""L11520""",
