element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,2,"=""462.4251""","=""0.0007""","=""120""","=""""",,"=""292033.1263""","=""313652.1424""","=""2s2.2p4.(3P).4p""","=""2D*""","=""5/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L9088""",
Xe,1,"=""462.42756""","=""0.00005""","=""""","=""2.42e+06""",B,"=""67067.547""","=""88686.500""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""T8608n,T6672""","=""L7292""",
Th,1,"=""462.431400""","=""0.000024""","=""310""","=""""",,"=""3687.987189""","=""25306.76154""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
V,1,"=""462.4404""","=""0.0002""","=""340000*""","=""3.74e+06""",B+,"=""8476.234""","=""30094.585""","=""3d4.(5D).4s""","=""a 4D""","=""3/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 4P*""","=""3/2""",,"=""T9399""","=""L15916""",
V,1,"=""462.4404""","=""0.0002""","=""340000*""","=""""",,"=""15724.229""","=""37342.555""","=""3d4.(3F2).4s""","=""b 4F""","=""7/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""w 2F*""","=""5/2""",,"=""""","=""L15916""",
Pm,1,"=""462.441""","=""""","=""900""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Rb,2,"=""462.4413""","=""0.001""","=""25p""","=""""",,"=""186006.150""","=""207624.43""","=""4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",,"=""""","=""L2590""",
Gd,1,"=""462.442""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""462.4446""","=""""","=""6""","=""""",,"=""20983.02""","=""42601.19""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Mo,5,"=""462.4642""","=""0.0010""","=""840""","=""1.02e+08""",C,"=""257442.81""","=""279060.06""","=""4p6.4d.(2D<5/2>).6s""","=""2[5/2]""","=""2""","=""4p6.4d.6p""","=""1D*""","=""2""",,"=""T9479""","=""L19131""",
V,1,"=""462.4646""","=""0.0003""","=""31000""","=""""",,"=""15078.387""","=""36695.612""","=""3d4.(3P2).4s""","=""b 4P""","=""1/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""x 4P*""","=""1/2""",,"=""""","=""L15916""",
Th,2,"=""462.46776""","=""0.00004""","=""110*""","=""""",,"=""40367.4450""","=""61984.5218""","=""5f.6d.(3G*).7p""","=""""","=""9/2""","=""""","=""*""","=""9/2""",,"=""""","=""L5951""",
Th,1,"=""462.46776""","=""0.00004""","=""110*""","=""""",,"=""20322.26571""","=""41939.3407""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Ce,2,"=""462.490""","=""""","=""420""","=""""",,"=""9053.629""","=""30669.702""","=""4f2.(3F).6s""","=""2F""","=""7/2""","=""4f2.(3F<4>).6p<1/2>""","=""(4,1/2)*""","=""9/2""",,"=""""","=""L3475""",
Th,1,"=""462.49417""","=""0.00021""","=""13""","=""""",,"=""13088.56115""","=""34704.4123""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L12239""",
Tc,1,"=""462.4961""","=""""","=""300""","=""""",,"=""23455.21""","=""45071.05""","=""4d5.(6S).5s.(7S).5p""","=""6P*""","=""5/2""","=""4d5.(6S).5s.(7S).5d""","=""f 6D""","=""5/2""",,"=""""","=""L149""",
Fe,1,"=""462.50450""","=""0.00006""","=""3470""","=""""",,"=""26140.179""","=""47755.537""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d7.(4F).5s""","=""e 5F""","=""3""",,"=""""","=""L11631""",
Th,2,"=""462.50538""","=""0.00004""","=""100""","=""""",,"=""16564.6294""","=""38179.9454""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""11/2""","=""5f.6d.(3H*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Cu,2,"=""462.5097""","=""0.0003""","=""2100""","=""""",,"=""116387.7873""","=""138002.8856""","=""3d9.(2D<5/2>).4d""","=""2[5/2]""","=""2""","=""3d9.(2D<3/2>).4f""","=""2[3/2]*""","=""2""",,"=""""","=""L869c171""",
W,1,"=""462.5140""","=""""","=""8""","=""""",,"=""19253.56""","=""40868.40""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Pr,3,"=""462.518""","=""""","=""600w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2466""",
Th,1,"=""462.52747""","=""0.00003""","=""160""","=""""",,"=""13847.77037""","=""35462.0545""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
S,1,"=""462.528""","=""0.003""","=""""","=""""",,"=""64888.9325""","=""86503.18""","=""3s2.3p3.(4S*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""2""",,"=""""","=""L3890""",
Pm,1,"=""462.529""","=""""","=""500r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Cr,1,"=""462.52969""","=""0.00016""","=""6""","=""""",,"=""25106.2953""","=""46720.4711""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""4""",,"=""""","=""L14866""",
Cs,2,"=""462.5403""","=""0.0004""","=""70""","=""""",,"=""156124.4521""","=""177737.996""","=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""3""",,"=""""","=""L12126""",
Ar,5,"=""462.547""","=""0.004""","=""""","=""3.8e+00""",D,"=""16298.66""","=""37912.4""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p2""","=""1S""","=""0""",E2,"=""T761""","=""L16109""",
Th,1,"=""462.54938""","=""0.00003""","=""170""","=""""",,"=""10783.15535""","=""32396.41519""","=""6d.7s2.7p""","=""3F*""","=""2""","=""6d4""","=""3P1""","=""2""",,"=""""","=""L5951""",
Cs,2,"=""462.5502""","=""0.0005""","=""67""","=""""",,"=""156124.4521""","=""177737.737""","=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""2""",,"=""""","=""L12126""",
C,2,"=""462.556""","=""0.003""","=""47h""","=""1.78e+07""",C+,"=""199941.27""","=""221554.04""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176""",
Cr,1,"=""462.5652""","=""0.0002""","=""4""","=""""",,"=""31047.9572""","=""52660.475""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d4.(1I).4s.4p.(3P*)""","=""y 3I*""","=""6""",,"=""""","=""L14866""",
W,1,"=""462.5756""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Th,1,"=""462.58930""","=""0.00021""","=""8""","=""""",,"=""18069.065569""","=""39680.4585""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L3552""",
Cr,1,"=""462.59217""","=""0.00005""","=""89""","=""1.2e+07""",D,"=""31049.2155""","=""52660.475""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d4.(1I).4s.4p.(3P*)""","=""y 3I*""","=""6""",,"=""T4288""","=""L14866""",
S,1,"=""462.606""","=""0.003""","=""""","=""""",,"=""64892.5514""","=""86503.18""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""2""",,"=""""","=""L3890""",
Al,4,"=""462.606""","=""""","=""5""","=""""",,"=""806234.9""","=""827844.9""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""""","=""L2829""",
Th,2,"=""462.6133""","=""0.0003""","=""26""","=""""",,"=""15453.03596""","=""37063.3065""","=""5f.6d.(3D*).7s""","=""4D*""","=""7/2""","=""5f.6d.(3H*).7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Cr,1,"=""462.61734""","=""0.00005""","=""1100""","=""5.0e+06""",B,"=""7810.7795""","=""29420.8645""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""y 5P*""","=""1""",,"=""T4624,T4913""","=""L14866""",
W,2,"=""462.62072""","=""""","=""2""","=""""",,"=""20780.358""","=""42390.287""","=""""","=""""","=""9/2""","=""5d3.(4F).6s.(5F).6p""","=""6G*""","=""7/2""",,"=""""","=""L11762""",
Tb,2,"=""462.632""","=""""","=""75bl""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Tm,2,"=""462.633""","=""""","=""80""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Zr,1,"=""462.641""","=""""","=""210""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mo,1,"=""462.6464""","=""""","=""460""","=""3.65e+06""",B+,"=""12346.280""","=""33955.010""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",,"=""T5293""","=""L10250,L3475""",
V,1,"=""462.64873""","=""0.00015""","=""270000""","=""6.4e+06""",B+,"=""8413.009""","=""30021.627""","=""3d4.(5D).4s""","=""a 4D""","=""1/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 4P*""","=""1/2""",,"=""T9399""","=""L15916""",
Th,1,"=""462.65211""","=""0.00021""","=""20""","=""""",,"=""15166.900593""","=""36775.3589""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Mn,1,"=""462.654""","=""""","=""80""","=""3.6e+07""",D,"=""38008.70""","=""59617.12""","=""3d6.(3H).4s""","=""a 2H""","=""11/2""","=""3d6.(3H).4p""","=""z 2I*""","=""13/2""",,"=""T1117""","=""L3475""",
Tm,2,"=""462.656""","=""""","=""95""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""462.66074""","=""0.00009""","=""15""","=""""",,"=""17460.62698""","=""39068.6896""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f2.(3F).6d""","=""""","=""7/2""",,"=""""","=""L5951""",
P,2,"=""462.670""","=""""","=""300""","=""3.0e+07""",D,"=""103339.14""","=""124946.73""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.4d""","=""3F*""","=""2""",,"=""T1619CA,LS""","=""L3986""",
W,1,"=""462.6730""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Cr,1,"=""462.6786""","=""0.0003""","=""3""","=""""",,"=""24056.0404""","=""45663.2579""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""y 5H*""","=""5""",,"=""""","=""L14866""",
Th,2,"=""462.6818""","=""0.0003""","=""13""","=""""",,"=""17121.62038""","=""38728.6822""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""","=""5f.6d.(1D*).7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Tb,2,"=""462.694""","=""""","=""95""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Tm,1,"=""462.6968""","=""0.0005""","=""400""","=""8.9e+06""",B,"=""17613.659""","=""39220.035""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""9/2""",,"=""T6708""","=""L2006,L3475""",
Ti,2,"=""462.699""","=""0.002""","=""5""","=""""",,"=""44914.8733""","=""66521.210""","=""3d2.(3P).4p""","=""x 2D*""","=""3/2""","=""3d2.(3F).4d""","=""2P""","=""1/2""",,"=""""","=""L5432""",
Th,1,"=""462.70440""","=""0.00009""","=""16""","=""""",,"=""17354.638583""","=""38960.6542""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L5951""",
U,2,"=""462.707""","=""""","=""240""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Hf,1,"=""462.7070""","=""0.0019""","=""120h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Eu,1,"=""462.722""","=""""","=""9800""","=""1.56e+08""",B+,"=""0.00""","=""21605.17""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.6p.(1P*)""","=""y 8P""","=""7/2""",,"=""T7356""","=""L7586,L3475""",
Th,1,"=""462.729790""","=""0.000015""","=""660""","=""""",,"=""7280.123222""","=""28884.95681""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L18702""",
In,2,"=""462.7312""","=""0.0017""","=""320""","=""""",,"=""123699.170""","=""145303.91""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
C,1,"=""462.73438""","=""0.00022""","=""1i""","=""2.2e-05""",C,"=""43.4134567""","=""21648.030""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1S""","=""0""",E2,"=""T7851""","=""L12175c183""",
Cr,1,"=""462.7406""","=""0.0003""","=""3""","=""""",,"=""36558.446""","=""58162.776""","=""3d5.(2F2).4s""","=""d 3F""","=""2""","=""3d5.(2F1).4p""","=""s 3F*""","=""2""",,"=""""","=""L14866""",
C,2,"=""462.744""","=""0.004""","=""28h""","=""9.39e+06""",C+,"=""199983.13""","=""221587.20""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2G""","=""7/2""",,"=""T2440""","=""L1176""",
Mo,1,"=""462.7481""","=""""","=""100""","=""1.90e+06""",B+,"=""18356.491""","=""39960.469""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",,"=""T5293""","=""L10250,L3475""",
V,2,"=""462.7483""","=""0.0009""","=""73""","=""1.4e+06""",D+,"=""30641.7674""","=""52245.733""","=""3d4""","=""d 3F1""","=""3""","=""3d3.(2D2).4p""","=""x 3F*""","=""2""",,"=""T9770""","=""L10089c179""",
Th,1,"=""462.75030""","=""0.00021""","=""12""","=""""",,"=""20423.494218""","=""42027.3749""","=""6d.7s2.7p""","=""3P*""","=""1""","=""6d4""","=""1D""","=""2""",,"=""""","=""L3552""",
Fe,1,"=""462.75464""","=""0.00017""","=""234""","=""""",,"=""26627.609""","=""48231.280""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""5""",,"=""""","=""L11631""",
W,1,"=""462.7591""","=""""","=""6""","=""""",,"=""31389.08""","=""52992.69""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Pm,1,"=""462.760""","=""""","=""400r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Ce,3,"=""462.760""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3518""",
Th,2,"=""462.76300""","=""0.00006""","=""31""","=""""",,"=""14275.57661""","=""35878.8610""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""9/2""","=""5f.6d.(1G*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Cr,2,"=""462.764975""","=""0.000015""","=""100""","=""""",,"=""45730.5908""","=""67333.7774""","=""3d4.(a 1D).4s""","=""c 2D""","=""5/2""","=""3d4.(3H).4p""","=""y 4G*""","=""7/2""",,"=""""","=""L18847""",
Cr,1,"=""462.7652""","=""0.002""","=""8""","=""""",,"=""41043.3464""","=""62646.61""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""3""","=""3d5.(4G).4d""","=""f 5G""","=""2""",,"=""""","=""L808""",
Zn,1,"=""462.769""","=""0.004""","=""""","=""""",,"=""53672.2398""","=""75275.27""","=""3d10.4s.5s""","=""3S""","=""1""","=""3d10.4s.17p""","=""1P*""","=""1""",,"=""""","=""L13951""",
Ne,1,"=""462.7799""","=""0.0020""","=""20""","=""""",,"=""150858.5079""","=""172460.966""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Th,1,"=""462.78644""","=""0.00004""","=""67""","=""""",,"=""17959.89498""","=""39562.0818""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
V,1,"=""462.7890""","=""0.0002""","=""150000""","=""""",,"=""26344.902""","=""47946.974""","=""3d3.(4F).4s.4p.(3P*)""","=""z 2G*""","=""9/2""","=""47946e""","=""4F""","=""9/2""",,"=""""","=""L15916""",
Nd,1,"=""462.798""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ne,2,"=""462.79810""","=""0.00011""","=""160""","=""""",,"=""281998.2635""","=""303599.9098""","=""2s2.2p4.(3P).4s""","=""4P""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L9088""",
Ne,4,"=""462.80""","=""0.15""","=""1i""","=""""",,"=""713580+z""","=""735182+z""","=""2s2.2p2.(3P<1>).5g""","=""2[4]""","=""""","=""2s2.2p2.(3P<1>).6h""","=""2[5]*""","=""""",,"=""""","=""L397,L17865""",
Ti,3,"=""462.8067""","=""""","=""6""","=""1.5e+08""",D,"=""148978.72""","=""170579.96""","=""3p6.3d.5p""","=""3P*""","=""1""","=""3p6.3d.5d""","=""3P""","=""0""",,"=""T1216""","=""L3593""",
In,2,"=""462.8074""","=""0.0017""","=""510""","=""""",,"=""123699.170""","=""145300.34""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
Sc,1,"=""462.8119""","=""0.0010""","=""4""","=""""",,"=""11677.3121""","=""33278.370""","=""3d2.(3F).4s""","=""4F""","=""9/2""","=""3d2.(3F).4p""","=""2F*""","=""7/2""",,"=""""","=""L4189c12""",
V,1,"=""462.8150""","=""0.0003""","=""32000""","=""""",,"=""25930.544""","=""47531.407""","=""3d4.(5D).4p""","=""y 4F*""","=""3/2""","=""47531e""","=""4F""","=""5/2""",,"=""""","=""L15916""",
Ce,2,"=""462.816""","=""""","=""1700""","=""4.25e+07""",B+,"=""4165.550""","=""25766.355""","=""4f2.(3H).6s""","=""4H""","=""9/2""","=""4f2.(3H<4>).6p<1/2>""","=""(4,1/2)*""","=""9/2""",,"=""T8629""","=""L3475""",
Th,1,"=""462.820141""","=""0.000009""","=""1200""","=""""",,"=""8111.004545""","=""29711.62048""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L18702""",
Ho,1,"=""462.822""","=""""","=""100c""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ne,1,"=""462.83113""","=""0.00004""","=""1500""","=""""",,"=""150858.5079""","=""172458.613""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L3451""",
Ba,1,"=""462.8331""","=""""","=""63""","=""6.0e+06""",E,"=""9215.501""","=""30815.512""","=""6s.5d""","=""3D""","=""2""","=""6s.7p""","=""3P*""","=""1""",,"=""T4515""","=""L9224""",
Ar,1,"=""462.8441""","=""""","=""7""","=""3.83e+04""",B+,"=""95399.8276""","=""116999.3259""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""T5223""","=""L2634""",
Ne,1,"=""462.8460""","=""0.0020""","=""300""","=""""",,"=""150858.5079""","=""172457.823""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Cr,1,"=""462.84607""","=""0.00018""","=""5""","=""1.2e+06""",D,"=""25359.6141""","=""46959.0255""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d4.4s.5s""","=""f 7D""","=""5""",,"=""T4288""","=""L14866""",
Th,1,"=""462.85572""","=""0.00003""","=""130""","=""""",,"=""17411.224415""","=""39010.1797""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Th,1,"=""462.85853""","=""0.00004""","=""96""","=""""",,"=""10414.13700""","=""32012.95790""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Si,4,"=""462.862""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L6098""",
Pr,2,"=""462.874""","=""""","=""270c*""","=""""",,"=""12076.31""","=""33674.55""","=""4f2.5d.6s?""","=""""","=""6""","=""4f2.5d.6p?""","=""*""","=""5""",,"=""""","=""L3475""",
Pr,2,"=""462.874""","=""""","=""270c*""","=""4.0e+06""",B,"=""441.95""","=""22040.05""","=""4f3.(4I*<9/2>).6s<1/2>""","=""(9/2,1/2)*""","=""5""","=""""","=""""","=""5""",,"=""T8137""","=""L3475""",
Fe,2,"=""462.8779""","=""0.0003""","=""50""","=""1.0e+06""",D+,"=""63272.981""","=""84870.911""","=""3d6.(3F2).4p""","=""x 4D*""","=""5/2""","=""3d6.(5D).4d""","=""f 4D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Ne,3,"=""462.887""","=""""","=""20w*""","=""5.8e+06""",D,"=""449582.924""","=""471181.0""","=""2s2.2p3.(4S*).4f""","=""3F""","=""4""","=""2s2.2p3.(4S*).5d""","=""3D*""","=""3""",,"=""T8046""","=""L10704""",
Ne,3,"=""462.887""","=""""","=""20w*""","=""5.0e+05""",D,"=""449583.48""","=""471181.0""","=""2s2.2p3.(4S*).4f""","=""3F""","=""3""","=""2s2.2p3.(4S*).5d""","=""3D*""","=""3""",,"=""T8046""","=""L10704""",
Ne,3,"=""462.887""","=""""","=""20w*""","=""5.6e+06""",D,"=""449583.48""","=""471181.0""","=""2s2.2p3.(4S*).4f""","=""3F""","=""3""","=""2s2.2p3.(4S*).5d""","=""3D*""","=""2""",,"=""T8046""","=""L10704""",
Ne,3,"=""462.887""","=""""","=""20w*""","=""7.0e+05""",D,"=""449584.03""","=""471181.0""","=""2s2.2p3.(4S*).4f""","=""3F""","=""2""","=""2s2.2p3.(4S*).5d""","=""3D*""","=""2""",,"=""T8046""","=""L10704""",
Hf,1,"=""462.9002""","=""0.0007""","=""290""","=""""",,"=""27149.6642""","=""48746.542""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""2""","=""5d2.(3F).6s.(a 2F).7s""","=""i 3F""","=""3""",,"=""""","=""L16323""",
Th,2,"=""462.90074""","=""0.00006""","=""24""","=""""",,"=""18973.77768""","=""40570.6310""","=""5f.6d.(1F*).7s""","=""*""","=""7/2""","=""5f.6d.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Ho,2,"=""462.910""","=""""","=""290""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sc,1,"=""462.9186""","=""0.0010""","=""2""","=""""",,"=""11557.6556""","=""33153.779""","=""3d2.(3F).4s""","=""4F""","=""5/2""","=""3d2.(3F).4p""","=""2F*""","=""5/2""",,"=""""","=""L4189c12""",
Th,1,"=""462.91997""","=""0.00006""","=""36""","=""""",,"=""17073.80916""","=""38669.7687""","=""6d3.(4P).7s""","=""""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
W,1,"=""462.9230""","=""""","=""4""","=""""",,"=""24789.66""","=""46385.46""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
S,1,"=""462.927""","=""0.003""","=""""","=""""",,"=""64888.9325""","=""86484.54""","=""3s2.3p3.(4S*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""1""",,"=""""","=""L3890""",
Th,1,"=""462.92878""","=""0.00006""","=""23""","=""""",,"=""18431.686609""","=""40027.2324""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Ti,2,"=""462.929""","=""""","="":""","=""2.2e+05""",D,"=""9518.1516""","=""31113.6764""","=""3d3""","=""a 4P""","=""5/2""","=""3d2.(3F).4p""","=""z 4F*""","=""7/2""",,"=""T2403n""","=""""",
V,1,"=""462.93283""","=""0.00015""","=""190000""","=""""",,"=""26122.094&dagger;""","=""47717.455""","=""3d4.(5D).4p""","=""y 4F*""","=""7/2""","=""47717e""","=""4F""","=""7/2""",,"=""""","=""L15916""",
Fe,2,"=""462.93317""","=""0.00005""","=""350""","=""1.7e+05""",C,"=""22637.1950""","=""44232.5398""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(5D).4p""","=""z 4F*""","=""9/2""",,"=""T7589""","=""L18349c139""",
Ti,1,"=""462.9336""","=""0.0003""","=""620""","=""""",,"=""13981.773""","=""35577.086""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d3.(4P).4p""","=""w 5D*""","=""2""",,"=""""","=""L10989""",
Th,2,"=""462.9375""","=""0.0003""","=""330""","=""""",,"=""24309.22275""","=""45904.3993""","=""5f.(2F*).6d2.(1G)""","=""*""","=""11/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Co,1,"=""462.938""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ca,3,"=""462.9485""","=""0.0018""","=""50""","=""3.7e+06""",C,"=""322663.28""","=""344257.92""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""u33""","=""L1405""",
W,1,"=""462.9561""","=""""","=""5w""","=""""",,"=""22852.80""","=""44447.02""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
