element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Pu,1,"=""372.059""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u1""",
Fe,2,"=""372.05965""","=""0.00016""","=""50""","=""""",,"=""86124.348""","=""112994.097""","=""3d6.(5D).4d""","=""e 4F""","=""9/2""","=""3d6.(5D<4>).5f""","=""2[6]*""","=""11/2""",,"=""""","=""L18349c139""",
Th,2,"=""372.06070""","=""0.00006""","=""53""","=""""",,"=""36687.9875""","=""63557.6834""","=""6d2.(3F).7p""","=""*""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L5951""",
Th,1,"=""372.06288""","=""0.00006""","=""57""","=""""",,"=""7502.287636""","=""34371.8246""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Th,2,"=""372.06998""","=""0.00004""","=""110""","=""""",,"=""10673.13832""","=""37542.1608""","=""5f.6d.(3F*).7s""","=""*""","=""5/2""","=""5f2.(3P).7s""","=""""","=""3/2""",,"=""""","=""L5951""",
Nb,4,"=""372.0700""","=""0.0005""","=""10000""","=""1.13e+08""",C+,"=""225219.67""","=""252088.69?""","=""4d.6d""","=""3P""","=""1""","=""4d.6f""","=""3P*""","=""0""",,"=""T2192""","=""L12094""",
Ne,2,"=""372.0719""","=""0.0010""","=""12""","=""""",,"=""281025.9326""","=""307894.8198""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p4.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L1406""",
Ho,1,"=""372.072""","=""""","=""450""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cu,1,"=""372.0771""","=""0.0009""","=""150""","=""""",,"=""13245.443""","=""40114.01""","=""3d9.4s2""","=""2D""","=""3/2""","=""3d9.(2D).4s.4p.(3P*)""","=""4P*""","=""3/2""",,"=""""","=""L772""",
Xe,2,"=""372.080""","=""""","=""40""","=""""",,"=""102799.07""","=""129667.35""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",,"=""""","=""L6925""",
Xe,4,"=""372.091""","=""0.001""","=""1bl""","=""""",,"=""160665.1""","=""187532.9""","=""5s2.5p2.(1D).5d""","=""2G""","=""7/2""","=""5s2.5p2.(3P).4f""","=""4D*""","=""7/2""",,"=""""","=""L6004""",
V,1,"=""372.0913""","=""0.0004""","=""11000""","=""""",,"=""15270.582""","=""42138.062""","=""3d4.(3P2).4s""","=""b 4P""","=""3/2""","=""3d3.(4P).4s.4p.(1P*)""","=""r 4D*""","=""5/2""",,"=""""","=""L15916""",
Be,3,"=""372.092""","=""""","=""""","=""3.4081e+07""",AAA,"=""[956518.70]""","=""[983386.60]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""2""",,"=""T8636c73""","=""L7397""",
Th,1,"=""372.10027""","=""0.00004""","=""190""","=""""",,"=""11802.93238""","=""38669.7687""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Xe,3,"=""372.103""","=""0.005""","=""1""","=""""",,"=""162957.50""","=""189824.07""","=""5s2.5p3.(2P*).5d""","=""1F*""","=""3""","=""5s2.5p3.(2D*).4f""","=""1D""","=""2""",,"=""""","=""L10579""",
V,2,"=""372.1045""","=""0.0018""","=""110h""","=""""",,"=""37937.703""","=""64804.177""","=""3d2.4s2""","=""e 3F""","=""2""","=""3d3.(2F).4p""","=""v 3D*""","=""2""",,"=""""","=""L10089c179""",
W,2,"=""372.10962""","=""""","=""9""","=""""",,"=""32950.226""","=""59816.385""","=""""","=""""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
Th,2,"=""372.11370""","=""0.00019""","=""50""","=""""",,"=""16906.59928""","=""43772.4716""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Fe,1,"=""372.11847""","=""0.00011""","=""2000""","=""""",,"=""24335.766""","=""51201.289""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d7.(2D2).4p""","=""v 3F*""","=""2""",,"=""""","=""L11631""",
Th,1,"=""372.121508""","=""0.000014""","=""2400""","=""""",,"=""3687.987189""","=""30553.29269""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
11B,1,"=""372.1254""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66904.676""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.69p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Fe,1,"=""372.1272""","=""0.0003""","=""6600bl*""","=""8.72e+05""",C+,"=""17550.181""","=""44415.074""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""372.1272""","=""0.0003""","=""6600bl*""","=""""",,"=""26874.550""","=""53739.438""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d7.(4F).4d""","=""e 3G""","=""5""",,"=""""","=""L11631""",
K,2,"=""372.134""","=""0.003""","=""5""","=""1.44e+08""",,"=""188150.3""","=""215014.6""","=""3p5.4p""","=""1D""","=""2""","=""3p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T8304""","=""L3490""",
Th,2,"=""372.13436""","=""0.00003""","=""230""","=""""",,"=""10189.06681""","=""37053.4409""","=""5f.6d.(3H*).7s""","=""4H*""","=""11/2""","=""5f.7s.(3F*).7p""","=""""","=""11/2""",,"=""""","=""L5951""",
Kr,2,"=""372.13497""","=""""","=""150hl""","=""""",,"=""140135.395""","=""166999.69""","=""4s2.4p4.(3P).5p""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""2F""","=""5/2""",,"=""""","=""L605""",
Nd,2,"=""372.135""","=""""","=""410""","=""""",,"=""9448.185""","=""36312.595""","=""4f3.(4I*).5d2.(3F)""","=""6M*""","=""15/2""","=""4f3.5d.6p""","=""6L""","=""13/2""",,"=""""","=""L3475""",
V,1,"=""372.13515""","=""0.00015""","=""200000""","=""""",,"=""323.432""","=""27187.747""","=""3d3.4s2""","=""a 4F""","=""7/2""","=""3d3.(4F).4s.4p.(3P*)""","=""z 2F*""","=""5/2""",,"=""""","=""L15916""",
11B,1,"=""372.1357""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66903.932""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.68p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Fe,1,"=""372.13932""","=""0.00004""","=""2750""","=""6.72e+06""",B,"=""20037.816""","=""46901.832""","=""3d6.4s2""","=""a 3P2""","=""0""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",,"=""T5720""","=""L11631""",
V,1,"=""372.1428""","=""0.0002""","=""61000""","=""""",,"=""9544.635""","=""36408.402""","=""3d3.4s2""","=""a 4P""","=""1/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 4S*""","=""3/2""",,"=""""","=""L15916""",
11B,1,"=""372.1458""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66903.203""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.67p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Hf,1,"=""372.1500""","=""0.0004""","=""3300""","=""""",,"=""14435.138""","=""41298.383""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""2""","=""5d2.(3F).6s.(a 4F).7s""","=""d 3F""","=""2""",,"=""""","=""L16323""",
Fe,1,"=""372.15025""","=""0.00004""","=""4900""","=""1.94e+07""",C+,"=""24506.917""","=""51370.145""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""2""",,"=""T5720""","=""L11631""",
11B,1,"=""372.1564""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66902.438""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.66p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Fe,1,"=""372.16002""","=""0.00004""","=""6000""","=""""",,"=""24338.767""","=""51201.289""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d7.(2D2).4p""","=""v 3F*""","=""2""",,"=""""","=""L11631""",
Ti,1,"=""372.1636""","=""0.0006""","=""14bl""","=""""",,"=""13981.773""","=""40844.05""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d3.(2P).4p""","=""x 3S*""","=""1""",,"=""""","=""L10989""",
Ti,2,"=""372.16360""","=""0.00003""","=""740bl""","=""3.9e+06""",C,"=""4628.6571""","=""31490.9177""","=""3d2.(3F).4s""","=""a 2F""","=""5/2""","=""3d2.(3F).4p""","=""z 2F*""","=""7/2""",,"=""T3853""","=""u37""",
Cu,1,"=""372.1666""","=""0.0021""","=""8h""","=""""",,"=""44406.32""","=""71268.23""","=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""5/2""","=""3d9.4s.(3D).4d""","=""4D""","=""7/2""",,"=""""","=""L772""",
11B,1,"=""372.1673""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66901.651""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.65p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
S,3,"=""372.169""","=""""","=""""","=""6.61e-01""",C+,"=""298.69""","=""27161.0""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p2""","=""1S""","=""0""",M1,"=""T7942c84""","=""L3453""",
Pm,2,"=""372.172""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u8""",
W,1,"=""372.1732""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
11B,1,"=""372.1792""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66900.793""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.64p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Ne,2,"=""372.1819""","=""0.0003""","=""100""","=""2.0e+07""",D,"=""254164.9888""","=""281025.9326""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""",,"=""T380""","=""L1406""",
Xe,3,"=""372.182""","=""0.005""","=""1""","=""""",,"=""148370.13""","=""175231.15""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""2""","=""5s2.5p3.(2P*).6p""","=""3D""","=""1""",,"=""""","=""L10579""",
Th,2,"=""372.182532""","=""0.000008""","=""8900""","=""""",,"=""1859.93843""","=""28720.8355""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d.7s.(3D).7p""","=""*""","=""3/2""",,"=""""","=""L5951""",
Sm,2,"=""372.185""","=""""","=""930""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""372.18810""","=""0.00014""","=""27""","=""""",,"=""15166.900593""","=""42027.3749""","=""6d2.7s.7p""","=""5G*""","=""3""","=""6d4""","=""1D""","=""2""",,"=""""","=""L3552""",
11B,1,"=""372.1906""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66899.970""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.63p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
H,1,"=""372.1946""","=""0.0006""","=""5000""","=""1.3032e+04""",AAA,"=""82259.158""","=""[109119.1917]""","=""2""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""L7436c29""",
V,1,"=""372.19899""","=""0.00018""","=""160000""","=""1.79e+07""",B+,"=""15000.937""","=""41860.647""","=""3d4.(3H).4s""","=""a 4H""","=""11/2""","=""3d4.(3G).4p""","=""t 4G*""","=""9/2""",,"=""T9399""","=""L15916""",
Fe,1,"=""372.20239""","=""0.00011""","=""1380""","=""6.76e+05""",C+,"=""22249.429""","=""49108.896""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(2G).4p""","=""w 3F*""","=""4""",,"=""T5720""","=""L11631""",
11B,1,"=""372.2038""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66899.017""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.62p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Ti,1,"=""372.2044""","=""0.0006""","=""2""","=""""",,"=""21469.488""","=""48328.747""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4p2""","=""5F""","=""4""",,"=""""","=""L10989""",
Gd,2,"=""372.207""","=""""","=""250""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cf,2,"=""372.211""","=""""","=""10000l""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u11""",
Th,2,"=""372.211534""","=""0.000012""","=""3000""","=""""",,"=""4113.35932""","=""30972.1636""","=""6d.(2D).7s2""","=""""","=""5/2""","=""6d2.(3F).7p""","=""*""","=""5/2""",,"=""""","=""L5951""",
V,2,"=""372.21315""","=""0.00009""","=""1700""","=""5.8e+05""",C+,"=""12545.1024""","=""39403.7873""","=""3d4""","=""a 3H""","=""4""","=""3d3.(4F).4p""","=""z 3G*""","=""4""",,"=""T9616""","=""L18516""",
11B,1,"=""372.2176""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66898.022""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.61p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Th,1,"=""372.218003""","=""0.000021""","=""810""","=""""",,"=""3865.473772""","=""30723.8126""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L5951""",
V,1,"=""372.21880""","=""0.00015""","=""130000""","=""""",,"=""21101.589""","=""47959.868""","=""3d4.(3G).4s""","=""2G""","=""7/2""","=""3d3.(2F).4s.4p.(3P*)""","=""q 2G*""","=""7/2""",,"=""""","=""L15916""",
Fe,1,"=""372.22275""","=""0.00021""","=""510""","=""""",,"=""24772.018""","=""51630.001""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d6.(5D).4s (6D).5p""","=""t 5D*""","=""2""",,"=""""","=""L11631""",
W,1,"=""372.2235""","=""""","=""60""","=""1.19e+07""",B,"=""19648.54""","=""46506.37""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",,"=""T6977""","=""L153""",
Ti,1,"=""372.2249""","=""0.0006""","=""2""","=""""",,"=""6842.962""","=""33700.884""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d3.(4F).4p""","=""w 3F*""","=""4""",,"=""""","=""L10989""",
11B,1,"=""372.2318""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66896.997""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.60p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Nd,2,"=""372.242""","=""""","=""220""","=""""",,"=""14130.055""","=""40986.520""","=""4f3.5d.6s""","=""4L*""","=""15/2""","=""4f3.5d.6p""","=""""","=""15/2""",,"=""""","=""L3475""",
Nb,4,"=""372.2452""","=""0.0005""","=""2300000""","=""1.9e+08""",C+,"=""167027.09""","=""193883.50""","=""4d.5d""","=""3G""","=""4""","=""4d.6p""","=""3F*""","=""3""",,"=""T2192""","=""L12094""",
11B,1,"=""372.2465""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66895.936""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.59p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Ni,1,"=""372.248""","=""""","=""120""","=""8.0e+05""",D+,"=""1713.087""","=""28569.203""","=""3d9.(2D).4s""","=""3D""","=""1""","=""3d9.(2D).4p""","=""3P*""","=""2""",,"=""T4812""","=""L3475""",
Fe,1,"=""372.25627""","=""0.00004""","=""1290000""","=""4.97e+06""",A,"=""704.007""","=""27559.583""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""",,"=""T3547""","=""L11631""",
Ti,1,"=""372.25703""","=""0.00017""","=""15+""","=""3.4e+06""",C,"=""170.1328""","=""27025.659""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""4""",,"=""T3499n""","=""L10989""",
Th,1,"=""372.25928""","=""0.00006""","=""84""","=""""",,"=""11241.73043""","=""38097.0931""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
V,1,"=""372.26004""","=""0.00018""","=""250000""","=""""",,"=""15062.959""","=""41918.255""","=""3d4.(3H).4s""","=""a 4H""","=""13/2""","=""3d4.(3G).4p""","=""t 4G*""","=""11/2""",,"=""""","=""L15916""",
11B,1,"=""372.2619""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66894.825""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.58p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Th,1,"=""372.26550""","=""0.00014""","=""210""","=""""",,"=""14032.085336""","=""40886.9980""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L3552""",
Cr,1,"=""372.273""","=""""","=""2:""","=""""",,"=""25177.3539""","=""52031.72""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d4.(3D).4s.4p.(3P*)""","=""t 5D*""","=""3""",,"=""""","=""L9365""",
11B,1,"=""372.2783""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66893.642""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.57p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Sb,1,"=""372.279""","=""""","=""200r""","=""""",,"=""16395.359""","=""43249.337""","=""5p3""","=""2P*""","=""1/2""","=""5p2.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L7406""",
Hf,1,"=""372.2904""","=""0.0004""","=""170""","=""""",,"=""16163.3602""","=""43016.488""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""6p2.(3P).5d.(4D).6s""","=""b 5D""","=""2""",,"=""""","=""L16323""",
11B,1,"=""372.2957""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66892.387""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.56p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Be,3,"=""372.298""","=""""","=""""","=""3.4081e+07""",AAA,"=""[956518.70]""","=""[983371.80]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""1""",,"=""T8636c73""","=""L7397""",
Hf,1,"=""372.3000""","=""0.0010""","=""83""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
11B,1,"=""372.3140""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66891.067""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.55p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Ar,3,"=""372.3251""","=""0.0020""","=""5""","=""""",,"=""225404.1120""","=""252254.794""","=""3s2.3p3.(2D*).4p""","=""3D""","=""3""","=""3s2.3p3.(4S*).4d""","=""3D*""","=""2""",,"=""""","=""L9366""",
Th,2,"=""372.32896""","=""0.00004""","=""210""","=""""",,"=""15349.88002""","=""42200.2124""","=""5f.6d.(3G*).7s""","=""4G*""","=""11/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Mn,2,"=""372.3310""","=""0.0006""","=""40""","=""""",,"=""43696.217""","=""70546.34""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""4""",,"=""""","=""L562""",
V,1,"=""372.3324""","=""0.0003""","=""47000""","=""2.44e+07""",B,"=""15078.387""","=""41928.473""","=""3d4.(3P2).4s""","=""b 4P""","=""1/2""","=""3d3.(4P).4s.4p.(1P*)""","=""r 4D*""","=""1/2""",,"=""T9399""","=""L15916""",
11B,1,"=""372.3334""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66889.668""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.54p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Cr,2,"=""372.33732""","=""0.00010""","=""11""","=""""",,"=""39877.0347""","=""66726.7823""","=""3d5""","=""c 2F""","=""7/2""","=""3d4.(a 3P).4p""","=""y 4P*""","=""5/2""",,"=""""","=""L18847""",
Hf,1,"=""372.3380""","=""0.0015""","=""210i""","=""""",,"=""16163.3602""","=""43013.02?""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""6p2.(3P).5d.(4D).6s""","=""b 5D""","=""3""",,"=""""","=""L16323""",
In,2,"=""372.3389""","=""0.0011""","=""540""","=""1.8e+06""",E,"=""113884.919""","=""140734.59""","=""5p2""","=""1D""","=""2""","=""5s.9p""","=""3P*""","=""1""",,"=""T9131""","=""L3548c132""",
Nd,2,"=""372.350""","=""""","=""780""","=""""",,"=""2585.460""","=""29434.255""","=""4f4.(5I).6s""","=""6I""","=""13/2""","=""4f4.(5I).6p""","=""6H*""","=""13/2""",,"=""""","=""L3475""",
11B,1,"=""372.3541""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66888.176""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.53p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
V,1,"=""372.3558""","=""0.0004""","=""13000""","=""1.93e+06""",B,"=""14909.958""","=""41758.357""","=""3d4.(3H).4s""","=""a 4H""","=""7/2""","=""3d4.(3G).4p""","=""t 4G*""","=""7/2""",,"=""T9399""","=""L15916""",
Ti,2,"=""372.36036""","=""0.00011""","=""12""","=""5.10e+05""",C+,"=""12628.8455""","=""39476.9244""","=""3d3""","=""b 2D2""","=""3/2""","=""3d2.(1D).4p""","=""y 2D*""","=""5/2""",,"=""T7385""","=""u37""",
Sr,1,"=""372.3628""","=""0.0005""","=""100""","=""""",,"=""18159.040""","=""45006.93""","=""5s.4d""","=""3D""","=""1""","=""5s.11f""","=""3F*""","=""2""",,"=""""","=""L4447""",
Th,2,"=""372.36560""","=""0.00003""","=""320""","=""""",,"=""4146.57708""","=""30994.2669""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d.7s.(3D).7p""","=""4F*""","=""7/2""",,"=""""","=""L5951""",
Tc,1,"=""372.3674""","=""""","=""1500*""","=""""",,"=""20384.74""","=""47232.38""","=""4d6.(3F2).5s""","=""2F""","=""7/2""","=""4d6.(3F2).5p""","=""2D*""","=""5/2""",,"=""""","=""L4515""",
Tc,1,"=""372.3674""","=""""","=""1500*""","=""""",,"=""14733.14""","=""41580.75""","=""4d7""","=""4F""","=""9/2""","=""4d6.(3H).5p""","=""4G*""","=""11/2""",,"=""""","=""L149""",
Cr,1,"=""372.369""","=""0.004""","=""3w""","=""""",,"=""31355.1192""","=""58202.60""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(2F1).4p""","=""s 3F*""","=""3""",,"=""""","=""L808""",
Th,1,"=""372.37215""","=""0.00006""","=""61""","=""""",,"=""18011.38030""","=""44858.6036""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L5951""",
11B,1,"=""372.3757""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66886.619""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.52p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
W,1,"=""372.3862""","=""""","=""8""","=""""",,"=""19826.04""","=""46672.22""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
Th,1,"=""372.39197""","=""0.00004""","=""170""","=""""",,"=""8243.602091""","=""35089.38959""","=""5f.6d.7s2""","=""3F*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
11B,1,"=""372.3988""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66884.953""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.51p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Sr,4,"=""372.4081""","=""0.002""","=""6bl""","=""""",,"=""371246.97""","=""398091.68""","=""4s2.4p4.(1D<2>).6p""","=""2[3]*""","=""7/2""","=""4s2.4p4.(1D<2>).6d""","=""2[3]""","=""7/2""",,"=""""","=""L4311""",
Sr,4,"=""372.4081""","=""0.002""","=""2""","=""""",,"=""315791.69""","=""342636.27""","=""4s2.4p4.(1S<0>).5p""","=""2[1]*""","=""3/2""","=""4s2.4p4.(3P<0>).6s""","=""2[0]""","=""1/2""",,"=""""","=""L3647""",
Ti,2,"=""372.40848""","=""0.00008""","=""18""","=""1.79e+06""",B',"=""12758.2597""","=""39602.8645""","=""3d3""","=""b 2D2""","=""5/2""","=""3d2.(1D).4p""","=""y 2D*""","=""3/2""",,"=""T7385""","=""u37""",
Cu,2,"=""372.41764""","=""0.00011""","=""390""","=""""",,"=""120092.3828""","=""146936.3180""","=""3d9.(2D<5/2>).5p""","=""2[3/2]*""","=""2""","=""3d9.(2D<3/2>).7s""","=""2[3/2]""","=""2""",,"=""""","=""L869c171""",
Yb,2,"=""372.421""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
V,1,"=""372.42182""","=""0.00012""","=""890000""","=""""",,"=""20687.769""","=""47531.407""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4D*""","=""3/2""","=""47531e""","=""4F""","=""5/2""",,"=""""","=""L15916""",
11B,1,"=""372.4235""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66883.173""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.50p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
W,2,"=""372.42961""","=""""","=""2""","=""5.70e+05""",B,"=""22139.861""","=""48982.939""","=""5d4.(3F2).6s""","=""4F""","=""5/2""","=""5d3.(4F).6s.(5F).6p""","=""6D*""","=""3/2""",,"=""T7162""","=""L11762""",
Th,2,"=""372.42990""","=""0.00019""","=""74""","=""""",,"=""7331.48541""","=""34174.5433""","=""5f.6d.(3F*).7s""","=""4F*""","=""5/2""","=""5f2.(1D).7s""","=""""","=""5/2""",,"=""""","=""L2372""",
V,2,"=""372.4345""","=""0.0009""","=""130""","=""""",,"=""48579.9945""","=""75422.913""","=""3d3.(2G).4p""","=""y 3G*""","=""3""","=""3d3.(4F).4d""","=""3G""","=""3""",,"=""""","=""L10089c179""",
Fe,1,"=""372.43767""","=""0.00004""","=""40700""","=""1.04e+07""",B+,"=""18378.186""","=""45220.681""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",,"=""T5720""","=""L11631""",
Tc,1,"=""372.4395""","=""""","=""2000""","=""""",,"=""17522.92""","=""44365.30""","=""4d5.(6S).5s.(7S).5p""","=""8P*""","=""9/2""","=""4d5.(6S).5s.(7S).5d""","=""e 8D""","=""11/2""",,"=""""","=""L149""",
Th,1,"=""372.43956""","=""0.00006""","=""68""","=""""",,"=""7502.287636""","=""34344.6455""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
Hf,1,"=""372.4444""","=""0.0004""","=""83""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
