element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Dy,2,"=""372.445""","=""""","=""1600""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
11B,1,"=""372.4493""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66881.313""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.49p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Th,2,"=""372.44990""","=""0.00004""","=""120""","=""""",,"=""7001.42117""","=""33843.0382""","=""6d3""","=""""","=""3/2""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""",,"=""""","=""L5951""",
Ge,3,"=""372.451""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3302""",
Ar,2,"=""372.45156""","=""0.00005""","=""14""","=""3.4e+07""",D,"=""173393.4658""","=""200234.9579""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(1D).4d""","=""2F""","=""5/2""",,"=""T1240""","=""L11520""",
Ti,1,"=""372.45689""","=""0.00017""","=""15+""","=""9.1e+07""",D,"=""12118.393""","=""38959.507""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(2G).4p""","=""x 1G*""","=""4""",,"=""T2773n""","=""L10989""",
Sc,1,"=""372.4638""","=""0.0007""","=""3""","=""""",,"=""16096.8834""","=""42937.526""","=""3d.4s.(1D).4p""","=""2D*""","=""3/2""","=""3d3""","=""2D1""","=""3/2""",,"=""""","=""L4189c12""",
Pt,1,"=""372.4721""","=""0.0020""","=""4""","=""""",,"=""37342.089""","=""64182.265""","=""5d9.6p""","=""b 3P*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L11529""",
Th,2,"=""372.47333""","=""0.00003""","=""310""","=""""",,"=""17460.62698""","=""44300.5552""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f2.6d""","=""""","=""3/2""",,"=""""","=""L5951""",
Cs,2,"=""372.47567""","=""0.00011""","=""3400""","=""""",,"=""139248.8879""","=""166088.6464""","=""5p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L12126""",
11B,1,"=""372.4766""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66879.346""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.48p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Mn,2,"=""372.4806""","=""0.0006""","=""60""","=""""",,"=""43311.324""","=""70150.76""","=""3d5.(4F).4s""","=""a 5F""","=""1""","=""3d5.(4D).4p""","=""y 5F*""","=""1""",,"=""""","=""L562""",
Nd,2,"=""372.487""","=""""","=""410""","=""4.8e+06""",B+,"=""513.330""","=""27352.290""","=""4f4.(5I).6s""","=""6I""","=""9/2""","=""""","=""*""","=""11/2""",,"=""T7685""","=""L3475""",
Sm,2,"=""372.490""","=""""","=""420""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""372.493""","=""0.004""","=""3w""","=""""",,"=""31364.2327""","=""58202.60""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(2F1).4p""","=""s 3F*""","=""3""",,"=""""","=""L808""",
Eu,2,"=""372.494""","=""""","=""20000c,w""","=""4.5e+07""",,"=""0.00""","=""26838.50""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f7.(8S*<7/2>).6p<3/2>""","=""(7/2,3/2)""","=""4""",,"=""T6288""","=""L3475""",
Rh,1,"=""372.494""","=""""","=""16""","=""""",,"=""11968.23""","=""38806.64""","=""4d8.(3P).5s""","=""a 2P""","=""3/2""","=""""","=""5*""","=""1/2""",,"=""""","=""L3475""",
V,2,"=""372.4971""","=""0.0009""","=""120""","=""""",,"=""20343.0477""","=""47181.2361""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(4P).4p""","=""y 5D*""","=""3""",,"=""""","=""L10089c179""",
La,2,"=""372.505""","=""""","=""90""","=""""",,"=""0.00""","=""26837.66""","=""5d2""","=""a 3F""","=""2""","=""5d.6p""","=""x 3F*""","=""3""",,"=""""","=""L3475""",
Tm,2,"=""372.506""","=""""","=""890""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
11B,1,"=""372.5062""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66877.213""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.47p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
W,1,"=""372.5153""","=""""","=""15""","=""""",,"=""20983.02""","=""47819.94""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
Ti,1,"=""372.51533""","=""0.00017""","=""14""","=""7.3e+07""",D,"=""8602.3441""","=""35439.251""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""T2773n""","=""L10989""",
Sr,1,"=""372.5165""","=""0.0005""","=""190""","=""""",,"=""18319.261""","=""45156.08""","=""5s.4d""","=""3D""","=""3""","=""5s.12f""","=""3F*""","=""4""",,"=""""","=""L4447""",
Ac,1,"=""372.5248""","=""0.0004""","=""110""","=""""",,"=""0.000""","=""26836.194""","=""6d.7s2""","=""2D""","=""3/2""","=""6d.7s.(1D).7p""","=""2D*""","=""5/2""",,"=""""","=""L7344""",
Mn,2,"=""372.5273""","=""0.0006""","=""40""","=""""",,"=""43395.395""","=""70231.468""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4D).4p""","=""y 5F*""","=""2""",,"=""""","=""L562""",
Ti,1,"=""372.5284""","=""0.0006""","=""7""","=""""",,"=""17215.390""","=""44051.3351""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d3.(4F).4d""","=""f 5H""","=""6""",,"=""""","=""L10989""",
Zr,3,"=""372.5340""","=""""","=""5""","=""1.83e+07""",,"=""119976.45""","=""146812.05""","=""4d.4f""","=""1G*""","=""4""","=""4d.(2D<3/2>).5g""","=""2[9/2]""","=""4""",,"=""T6869""","=""L9267""",
11B,1,"=""372.5371""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66874.987""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.46p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Ir,1,"=""372.538""","=""""","=""140""","=""""",,"=""19060.62""","=""45895.85""","=""5d8.(1D).6s""","=""a 2D""","=""5/2""","=""""","=""4589*""","=""7/2""",,"=""""","=""L3475""",
Bk,1,"=""372.539""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4703""",
Cu,2,"=""372.54537""","=""0.00017""","=""110""","=""""",,"=""68730.8876""","=""95565.619""","=""3d9.4p""","=""3F*""","=""4""","=""3d8.4s2""","=""1G""","=""4""",,"=""""","=""L869c171""",
Gd,2,"=""372.547""","=""""","=""430""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""372.54906""","=""0.00004""","=""2570""","=""1.7e+06""",D,"=""24574.655""","=""51409.124""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""x 3H*""","=""4""",,"=""T2491n""","=""L11631""",
Mo,1,"=""372.5553""","=""""","=""180""","=""1.60e+07""",B,"=""20350.507""","=""47184.522""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d5.(2D).5p""","=""w 3D*""","=""3""",,"=""T5293""","=""L10250,L3475""",
Ti,1,"=""372.5581""","=""0.0006""","=""3""","=""""",,"=""22081.189""","=""48915.035""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1D*""","=""2""","=""3d2.4p2""","=""h 5D""","=""2""",,"=""""","=""L10989""",
Te,2,"=""372.5657""","=""0.0014""","=""270""","=""""",,"=""99229.68""","=""126063.01""","=""5s2.5p2.(3P).5d""","=""4P""","=""5/2""","=""5s2.5p2.(3P).4f""","=""4F*""","=""5/2""",,"=""""","=""L3546""",
Ce,2,"=""372.568""","=""""","=""420*""","=""1.28e+06""",C+,"=""3995.460""","=""30829.124""","=""4f.5d.(3H*).6s""","=""4H*""","=""7/2""","=""4f.5d.(3G*).6p""","=""""","=""7/2""",,"=""T8629""","=""L3475""",
Ce,2,"=""372.568""","=""""","=""420*""","=""2.00e+07""",C+,"=""5969.007""","=""32802.165""","=""4f.(2F*).5d2.(1G)""","=""*""","=""11/2""","=""4f.5d.(3H*).6p""","=""2I""","=""11/2""",,"=""T8629""","=""L3475""",
Hf,1,"=""372.5680""","=""0.0010""","=""41""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
V,1,"=""372.5700""","=""0.0003""","=""32000""","=""""",,"=""18198.091""","=""45031.067""","=""3d3.(4F).4s.4p.(3P*)""","=""z 6D*""","=""5/2""","=""3d3.4s.(5F).4d""","=""g 6D""","=""7/2""",,"=""""","=""L15916""",
11B,1,"=""372.5705""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66872.582""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.45p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Th,1,"=""372.57242""","=""0.00006""","=""53""","=""""",,"=""11877.839132""","=""38710.6257""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""1""",,"=""""","=""L5951""",
Re,1,"=""372.576""","=""""","=""4000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""372.58214""","=""0.00006""","=""50""","=""""",,"=""25440.2320""","=""52272.3242""","=""5f.(2F*).6d2.(3P)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Pt,1,"=""372.5849""","=""0.0020""","=""7""","=""""",,"=""18566.5450""","=""45398.466""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(4P).6p""","=""5P*""","=""1""",,"=""""","=""L11529""",
Th,2,"=""372.58742""","=""0.00006""","=""83""","=""""",,"=""19594.3505""","=""46426.0595""","=""6d2.(1S).7s""","=""2S""","=""1/2""","=""6d2.(1S).7p""","=""*""","=""1/2""",,"=""""","=""L5951""",
Al,4,"=""372.592""","=""""","=""300""","=""""",,"=""825739.6""","=""852570.5""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L2829""",
O,4,"=""372.593""","=""""","=""315w""","=""6.01e+07""",B,"=""468414.9""","=""495246.1""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""",,"=""T5109LS""","=""L648""",
Th,1,"=""372.59656""","=""0.00006""","=""80""","=""""",,"=""7280.123222""","=""34111.1744""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L5951""",
Pu,1,"=""372.598""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u1""",
Pm,1,"=""372.601""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
O,2,"=""372.604""","=""""","=""""","=""1.59e-04""",C,"=""0.00""","=""26830.57""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""3/2""",M1,"=""T5047""","=""L3452""",
11B,1,"=""372.6064""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66869.997""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.44p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Th,2,"=""372.60990""","=""0.00019""","=""49""","=""""",,"=""22014.8788""","=""48844.9615""","=""5f.6d.(1H*).7s""","=""2H*""","=""11/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Ru,1,"=""372.610""","=""""","=""550""","=""""",,"=""12207.05""","=""39037.18""","=""4d7.(a 2G).5s""","=""a 3G""","=""5""","=""4d7.(a 2G).5p""","=""z 1G*""","=""4""",,"=""""","=""L3475""",
Pu,2,"=""372.611""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u1""",
Th,2,"=""372.61935""","=""0.00006""","=""56""","=""""",,"=""19594.3505""","=""46423.7561""","=""6d2.(1S).7s""","=""2S""","=""1/2""","=""6d.7s.(3D).7p""","=""*""","=""3/2""",,"=""""","=""L5951""",
Nb,1,"=""372.624""","=""""","=""2700""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,3,"=""372.632""","=""""","=""5""","=""""",,"=""171995.87""","=""198824.35""","=""4s2.4p3.(2P*).4d""","=""3P*""","=""0""","=""4s2.4p3.(2D*).5p""","=""3P""","=""1""",,"=""""","=""L3356""",
Tc,1,"=""372.6351""","=""""","=""5000""","=""""",,"=""3700.54""","=""30528.86""","=""4d6.(5D).5s""","=""6D""","=""5/2""","=""4d6.(5D).5p""","=""6F*""","=""5/2""",,"=""""","=""L149""",
W,1,"=""372.6429""","=""""","=""4""","=""""",,"=""20427.84""","=""47255.55""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
11B,1,"=""372.6452""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66867.203""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.43p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Zr,3,"=""372.6476""","=""""","=""400""","=""2.83e+07""",,"=""121280.57""","=""148108.45""","=""4d.4f""","=""3F*""","=""4""","=""4d.(2D<5/2>).5g""","=""2[11/2]""","=""5""",,"=""T6869""","=""L9267""",
Zr,3,"=""372.6476""","=""""","=""400""","=""1.78e+08""",,"=""119976.45""","=""146803.55""","=""4d.4f""","=""1G*""","=""4""","=""4d.(2D<3/2>).5g""","=""2[9/2]""","=""5""",,"=""T6869""","=""L9267""",
Hf,1,"=""372.6485""","=""0.0004""","=""6200""","=""""",,"=""10508.904""","=""37336.222""","=""5d.6s2.(a 2D).6p""","=""z 1D*""","=""2""","=""5d3.(2D).6s""","=""b 3D""","=""1""",,"=""""","=""L16323""",
Ne,8,"=""372.65""","=""0.10""","=""30bl""","=""""",,"=""[1870404.9]""","=""[1897233]""","=""1s2.11[k-n]""","=""""","=""""","=""1s2.15[g-t]""","=""""","=""""",,"=""""","=""L9090,L9997""",
Ne,7,"=""372.65""","=""0.10""","=""30""","=""""",,"=""1561919""","=""1588746""","=""1s2.2s.7f""","=""3F*""","=""""","=""1s2.2s.8g""","=""3G""","=""5""",,"=""""","=""L9089""",
Cl,1,"=""372.654""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L298""",
Th,2,"=""372.66582""","=""0.00004""","=""140""","=""""",,"=""12570.49403""","=""39396.5553""","=""6d3""","=""""","=""7/2""","=""6d2.(1G).7p""","=""*""","=""7/2""",,"=""""","=""L5951""",
Th,2,"=""372.672449""","=""0.000018""","=""1300""","=""""",,"=""4146.57708""","=""30972.1636""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""*""","=""5/2""",,"=""""","=""L5951""",
W,1,"=""372.6776""","=""""","=""2""","=""""",,"=""29430.50""","=""56255.65""","=""""","=""""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
Pu,2,"=""372.679""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u1""",
Th,1,"=""372.68433""","=""0.00003""","=""250""","=""""",,"=""10783.15535""","=""37607.8939""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""1""",,"=""""","=""L5951""",
Cr,1,"=""372.6845""","=""0.0010""","=""6""","=""""",,"=""31377.8624""","=""58202.60""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(2F1).4p""","=""s 3F*""","=""3""",,"=""""","=""L808""",
Ti,1,"=""372.6849""","=""0.0006""","=""5""","=""""",,"=""17215.390""","=""44040.0941""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d3.(4F).4d""","=""5F""","=""4""",,"=""""","=""L10989""",
11B,1,"=""372.6866""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66864.223""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.42p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Th,2,"=""372.68694""","=""0.00004""","=""150""","=""""",,"=""17983.38416""","=""44807.9352""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Ne,2,"=""372.6872""","=""0.0003""","=""60""","=""1.2e+07""",D,"=""254164.9888""","=""280989.5229""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",,"=""T380""","=""L1406""",
Fe,1,"=""372.68958""","=""0.00004""","=""2880""","=""5.29e+05""",B,"=""17726.988""","=""44551.335""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""T5720""","=""L11631""",
Nd,2,"=""372.690""","=""""","=""250""","=""""",,"=""10091.360""","=""36915.720""","=""4f3.(4I*).5d (5K*).6s""","=""6K*""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L3475""",
Fe,1,"=""372.69263""","=""0.00004""","=""11700""","=""4.57e+07""",B+,"=""24506.917""","=""51331.052""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""2""",,"=""T5720""","=""L11631""",
Ru,1,"=""372.693""","=""""","=""8700""","=""7.53e+07""",,"=""1190.64""","=""28014.79""","=""4d7.(a 4F).5s""","=""a 5F""","=""4""","=""4d7.(a 4F).5p""","=""z 5F*""","=""4""",,"=""T6131""","=""L3475""",
Th,2,"=""372.69461""","=""0.00019""","=""24""","=""""",,"=""17272.25153""","=""44096.2524""","=""5f.6d.(3G*).7s""","=""2G*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Ti,1,"=""372.7050""","=""0.0006""","=""5""","=""""",,"=""7255.355""","=""34078.606""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""3""",,"=""""","=""L10989""",
Hf,1,"=""372.7092""","=""0.0004""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Fe,1,"=""372.70922""","=""0.00011""","=""7800""","=""1.71e+07""",C+,"=""23711.456""","=""50534.397""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",,"=""T5720""","=""L11631""",
Ne,2,"=""372.710810""","=""0.000018""","=""500""","=""9.8e+07""",D,"=""224699.2716""","=""251522.0967""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""",,"=""T867LS""","=""L5951""",
Th,1,"=""372.715270""","=""0.000018""","=""1100""","=""""",,"=""13175.113345""","=""39997.6156""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""3 or 4""",,"=""""","=""L5951""",
Mn,2,"=""372.7240""","=""0.0006""","=""20""","=""""",,"=""43696.217""","=""70518.06""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
Th,1,"=""372.725102""","=""0.000022""","=""690""","=""""",,"=""7502.287636""","=""34324.0836""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Kr,1,"=""372.728""","=""""","=""""","=""""",,"=""85846.7046""","=""112668.3""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L7266""",
11B,1,"=""372.7308""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66861.042""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.41p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
O,2,"=""372.7320""","=""""","=""27""","=""5.64e+07""",B,"=""185340.577""","=""212161.881""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
V,2,"=""372.734103""","=""0.000022""","=""80000""","=""3.16e+07""",B+,"=""13608.9393""","=""40430.0878""","=""3d4""","=""b 3F2""","=""4""","=""3d3.(4F).4p""","=""z 3F*""","=""4""",,"=""T9616n""","=""L18516""",
Th,1,"=""372.734666""","=""0.000024""","=""540""","=""""",,"=""9804.806547""","=""36625.9145""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L5951""",
Tc,1,"=""372.7364""","=""""","=""200""","=""""",,"=""17522.92""","=""44343.90""","=""4d5.(6S).5s.(7S).5p""","=""8P*""","=""9/2""","=""4d5.(6S).5s.(7S).5d""","=""e 8D""","=""7/2""",,"=""""","=""L149""",
Cr,2,"=""372.73751""","=""0.00006""","=""11""","=""""",,"=""38563.0026""","=""65383.9035""","=""3d4.(3G).4s""","=""b 2G""","=""9/2""","=""3d4.(a 3F).4p""","=""z 4G*""","=""9/2""",,"=""""","=""L18847""",
Kr,8,"=""372.74""","=""""","=""""","=""""",,"=""813930.""","=""840751.""","=""3d10.6f""","=""2F*""","=""7/2""","=""3d10.7d""","=""2D""","=""5/2""",,"=""""","=""L11307""",
Ag,1,"=""372.742""","=""""","=""10w""","=""""",,"=""61773.12""","=""88593.7""","=""4d9.5s.(3D).5p""","=""4D*""","=""7/2""","=""4d9.5s.(3D).5d""","=""4G""","=""9/2""",,"=""""","=""L3326""",
Fe,1,"=""372.75267""","=""0.00021""","=""490""","=""""",,"=""27559.583""","=""54379.384""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d7.(4F).4d""","=""e 3G""","=""3""",,"=""""","=""L11631""",
W,1,"=""372.7528""","=""""","=""5""","=""""",,"=""16431.31""","=""43251.00""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Th,1,"=""372.761188""","=""0.000017""","=""1300""","=""""",,"=""4961.658832""","=""31780.86008""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Sr,4,"=""372.7618""","=""0.002""","=""12""","=""""",,"=""350211.08""","=""377030.29""","=""4s2.4p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""4s2.4p4.(3P<2>).6d""","=""2[1]""","=""1/2""",,"=""""","=""L4311""",
Fe,1,"=""372.76188""","=""0.00004""","=""355000""","=""2.24e+07""",A,"=""7728.060""","=""34547.211""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d7.(4F).4p""","=""y 5F*""","=""2""",,"=""T3548""","=""L11631""",
V,2,"=""372.76588""","=""0.00023""","=""2100""","=""""",,"=""55206.8615""","=""82025.7222""","=""3d3.(2H).4p""","=""x 3G*""","=""5""","=""3d3.(2G).5s""","=""1G""","=""4""",,"=""""","=""L18516""",
Fe,1,"=""372.76735""","=""0.00004""","=""5500""","=""2.20e+06""",C+,"=""20874.482""","=""47693.239""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""3""",,"=""T5720""","=""L11631""",
Mo,1,"=""372.7679""","=""""","=""500""","=""1.51e+07""",B,"=""16747.720""","=""43566.437""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""""","=""3.4*""","=""5""",,"=""T5293""","=""L10250,L3475""",
Th,1,"=""372.77251""","=""0.00014""","=""200""","=""""",,"=""13088.56115""","=""39906.9477""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L3552""",
V,2,"=""372.7785""","=""0.0009""","=""160""","=""""",,"=""48898.05""","=""75716.036""","=""3d2.4s2""","=""e 3P""","=""0""","=""3d3.(2D1).4p""","=""t 3D*""","=""1""",,"=""""","=""L10089c179""",
11B,1,"=""372.7790""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66857.574""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.40p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Fe,1,"=""372.78089""","=""0.00004""","=""6500""","=""1.91e+07""",B+,"=""24180.862""","=""50998.645""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",,"=""T5720""","=""L11631""",
W,1,"=""372.7819""","=""""","=""6""","=""""",,"=""23982.80""","=""50800.44""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""372.7882""","=""""","=""8""","=""""",,"=""17107.01""","=""43924.25""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
Th,1,"=""372.790263""","=""0.000008""","=""7800""","=""""",,"=""2869.259165""","=""29686.36795""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Dy,1,"=""372.800""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ce,2,"=""372.802""","=""""","=""490""","=""2.90e+07""",B,"=""5675.763""","=""32492.038""","=""4f.5d.(3F*).6s""","=""4F*""","=""9/2""","=""4f.5d.(3G*).6p""","=""""","=""11/2""",,"=""T8629""","=""L3475""",
Ru,1,"=""372.803""","=""""","=""11000""","=""8.20e+07""",,"=""0.00""","=""26816.23""","=""4d7.(a 4F).5s""","=""a 5F""","=""5""","=""4d7.(a 4F).5p""","=""z 5F*""","=""5""",,"=""T6131""","=""L3475""",
Kr,2,"=""372.804""","=""""","=""7hl""","=""""",,"=""140135.395""","=""166951.56""","=""4s2.4p4.(3P).5p""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""2P""","=""1/2""",,"=""""","=""L7386""",
Nd,2,"=""372.813""","=""""","=""710""","=""1.26e+07""",B+,"=""1470.105""","=""28285.610""","=""4f4.(5I).6s""","=""6I""","=""11/2""","=""4f4.(5I).6p""","=""6H*""","=""11/2""",,"=""T7685""","=""L3475""",
